accountAgeDays,numItems,localTime,paymentMethodAgeDays,label,paymentMethod_paypal,paymentMethod_storecredit
1,1,4.52458,0.0,1,False,False
184,1,4.505662,182.089583333,0,False,False
178,1,4.52458,0.0,0,False,False
4,1,5.017904,0.0,0,False,False
141,1,4.965339,0.000694444444444,0,False,False
2000,1,5.017904,1444.375,0,False,False
16,1,4.962055,0.00208333333333,0,True,False
2,1,5.017904,1.82638888889,0,True,False
1214,1,4.52458,815.195833333,0,False,False
6,1,4.876771,0.00138888888889,0,False,False
89,1,3.575983,0.0,0,False,False
139,1,4.52458,138.510416667,0,False,False
3,1,4.742303,2.40416666667,0,False,False
2000,1,4.461622,153.490972222,0,False,False
166,1,4.52458,0.0416666666667,0,False,False
37,1,4.745402,0.0,0,False,False
943,1,4.876771,0.0,0,True,False
109,2,4.52458,108.745833333,0,False,False
326,1,4.748314,0.0,0,False,False
2000,1,4.876771,0.000694444444444,0,False,False
137,1,4.886641,136.751388889,0,True,False
98,1,4.895263,97.0145833333,0,False,False
651,1,4.748314,3.14722222222,0,True,False
2000,1,4.876771,0.0,0,False,False
2000,1,5.040929,0.145833333333,0,True,False
17,1,4.921318,16.1395833333,0,False,False
99,2,4.742303,92.9673611111,0,False,False
235,1,4.057414,0.0118055555556,0,False,False
34,1,4.057414,33.0611111111,0,False,False
2000,1,4.742303,12.7041666667,0,False,False
50,1,5.040929,49.2868055556,0,True,False
2000,1,4.921318,1385.50625,0,False,False
2000,1,4.745402,0.0,0,True,False
5,1,4.461622,4.77847222222,0,False,False
147,1,4.52458,146.059722222,0,False,False
2000,1,5.040929,0.00763888888889,0,False,False
1307,2,4.461622,0.00277777777778,0,False,False
1021,1,4.921349,0.00208333333333,0,True,False
325,1,4.742303,0.00208333333333,0,False,False
510,1,4.461622,0.000694444444444,0,True,False
66,1,5.040929,65.2395833333,0,True,False
803,1,4.876771,0.000694444444444,0,False,False
1617,2,4.962055,0.000694444444444,0,False,True
441,1,4.505662,0.0,0,True,False
559,1,5.040929,0.0,0,False,False
1981,1,3.483951,5.47291666667,0,False,False
2000,1,4.962055,46.8777777778,0,False,False
210,1,4.962055,0.0,0,False,False
2000,1,4.876771,0.0,0,True,False
2000,1,4.745402,0.00902777777778,0,False,False
5,2,5.017904,0.0,0,False,False
13,1,4.962055,0.0,0,True,False
2000,1,4.745402,765.502777778,0,False,False
1981,1,4.505662,0.0,0,False,False
1927,1,4.745402,981.572916667,0,False,False
80,2,4.962055,79.8701388889,0,True,False
152,1,5.034622,151.228472222,0,False,True
451,1,4.965339,0.0,0,False,False
54,1,5.034622,0.0,0,False,False
4,1,2.596228,0.0,0,True,False
155,2,5.034622,0.0,0,False,False
240,1,3.954522,0.0,0,False,False
5,1,4.742303,4.03125,0,False,False
1933,1,4.836982,0.0694444444444,0,True,False
73,1,4.965339,72.1472222222,0,False,False
39,1,4.52458,38.8729166667,0,False,False
107,1,4.745402,0.0,0,False,False
2000,1,5.040929,0.132638888889,0,False,False
2000,1,4.921349,246.218055556,0,False,False
48,1,4.876771,0.0,0,False,False
69,1,4.921349,0.0,0,False,False
2000,1,4.461622,0.00277777777778,0,False,False
370,1,4.836982,0.0,0,True,False
2000,1,4.921318,375.109722222,0,True,False
54,1,4.921349,0.0,0,True,False
2000,1,4.895263,0.0,0,True,False
122,1,4.962055,0.0,0,True,False
2000,1,4.748314,0.0,0,True,False
133,1,4.836982,0.55,0,False,False
1142,1,4.962055,0.0,0,False,False
837,1,5.017904,0.0,0,False,False
3,1,4.742303,2.41388888889,0,False,False
1587,1,4.745402,0.0444444444444,0,False,False
2000,1,4.921318,0.00277777777778,0,False,False
2000,1,4.748314,0.0,0,True,False
1623,1,5.040929,13.2923611111,0,False,False
72,1,4.52458,0.0,0,True,False
89,2,4.742303,88.8368055556,0,False,False
1507,2,4.921349,0.0,0,False,False
1666,1,4.057414,0.122222222222,0,False,False
406,1,4.886641,0.0,0,True,False
199,1,4.836982,0.0,0,False,False
12,1,4.52458,0.157638888889,0,False,False
14,1,4.742303,0.0,0,False,False
2000,1,4.886641,0.0159722222222,0,False,False
1570,3,4.745402,491.952777778,0,False,False
1724,1,4.742303,323.270833333,0,False,False
61,1,4.836982,59.9861111111,0,False,False
4,1,4.965339,0.0,0,True,False
2000,1,3.954522,86.5451388889,0,True,False
3,1,4.745402,2.18958333333,0,False,False
31,2,4.921318,1.03888888889,0,False,False
886,1,4.742303,0.0,0,False,False
2000,1,4.52458,0.0166666666667,0,False,True
1608,1,4.921349,478.615277778,0,False,False
2000,1,4.965339,0.0111111111111,0,False,False
2000,1,5.017904,0.00138888888889,0,False,False
2000,1,4.745402,592.702777778,0,False,False
1101,1,4.895263,119.422222222,0,False,False
28,1,4.836982,27.2277777778,0,False,False
1647,1,4.921318,205.986111111,0,False,False
145,1,4.52458,144.621527778,0,True,False
190,1,4.886641,0.0,0,False,False
78,1,5.017904,77.9944444444,0,False,False
757,1,5.040929,0.000694444444444,0,False,False
14,1,4.876771,0.0,0,True,False
1544,1,3.575983,0.00902777777778,0,False,False
2000,1,4.876771,249.302083333,0,False,False
22,1,4.742303,0.00277777777778,0,True,False
303,1,4.886641,302.73125,0,False,False
1329,1,4.876771,556.026388889,0,False,False
714,1,4.52458,0.00138888888889,0,False,False
9,1,4.921318,8.32222222222,0,False,False
123,1,4.921349,0.0,0,False,False
2,1,3.954522,1.96527777778,0,True,False
1619,1,4.886641,0.0,0,False,False
1623,1,2.596228,20.4104166667,0,True,False
2000,1,4.876771,0.0,0,False,False
2000,1,5.034622,0.000694444444444,0,False,False
1475,1,4.876771,109.861111111,0,True,False
1690,1,4.745402,0.000694444444444,0,False,False
2000,1,3.954522,859.618055556,0,False,False
206,1,4.461622,0.0,0,False,False
2000,1,4.057414,816.55625,0,False,False
817,1,4.836982,0.00208333333333,0,True,False
32,1,5.040929,0.0,0,True,False
813,1,4.742303,0.000694444444444,0,False,False
5,1,4.876771,0.0,0,True,False
864,1,4.895263,262.695833333,0,False,False
822,1,4.505662,19.4451388889,0,False,False
2000,1,4.745402,0.0,0,True,False
1745,1,3.575983,0.0111111111111,0,False,False
36,1,4.921349,35.2527777778,0,False,False
985,1,4.748314,0.0,0,True,False
967,1,4.745402,237.866666667,0,False,False
71,1,4.52458,70.7722222222,0,True,False
1106,1,4.461622,0.873611111111,0,False,False
1,1,2.596228,0.0,1,True,False
52,1,3.066058,0.0,0,False,False
450,1,4.742303,323.853472222,0,False,False
299,1,4.748314,0.0,0,False,False
97,1,4.921318,44.2951388889,0,False,False
884,1,4.921318,0.000694444444444,0,False,False
31,1,4.876771,0.0,0,True,False
376,1,4.895263,0.0,0,False,False
2,1,4.461622,0.0,0,False,False
179,1,4.745402,0.00138888888889,0,False,False
1733,1,4.886641,0.0,0,False,False
223,1,4.962055,52.8159722222,0,True,False
294,1,4.895263,0.0,0,False,False
72,1,4.52458,71.4951388889,0,False,False
266,1,4.886641,0.0194444444444,0,False,False
1027,1,4.461622,905.802083333,0,False,False
2000,1,5.034622,0.11875,0,False,False
999,1,5.034622,0.0,0,False,False
27,1,3.483951,0.00208333333333,0,False,False
2000,1,5.034622,0.0,0,False,False
2000,1,4.921349,0.0,0,False,False
2000,1,4.742303,0.0,0,False,False
127,1,5.017904,0.0,0,False,False
869,1,4.745402,249.703472222,0,False,False
1890,1,4.921349,110.217361111,0,False,False
2000,1,4.921318,108.846527778,0,False,False
3,1,4.886641,1.99861111111,0,True,False
11,1,5.040929,0.0,0,False,False
16,1,4.748314,15.96875,0,False,False
69,1,4.965339,0.0,0,False,False
1108,1,4.886641,86.7895833333,0,True,False
2000,1,4.057414,0.0,0,False,True
2000,1,5.040929,191.757638889,0,True,False
2,1,5.034622,0.0,0,True,False
1773,1,4.895263,0.0,0,True,False
205,1,4.461622,204.746527778,0,False,False
12,1,4.886641,0.0,0,True,False
699,1,4.895263,151.604166667,0,True,False
44,1,5.034622,43.4569444444,0,False,False
702,1,4.921349,0.0208333333333,0,True,False
1,1,4.748314,0.0,1,False,False
4,1,5.034622,0.0,0,False,False
1803,1,4.745402,0.158333333333,0,False,True
658,1,4.748314,1.25347222222,0,False,True
18,1,4.745402,17.1020833333,0,False,False
1188,1,4.836982,0.00138888888889,0,False,False
1847,1,4.921318,0.000694444444444,0,False,False
532,1,5.017904,101.211805556,0,False,False
1036,1,5.017904,0.0,0,False,False
21,1,4.461622,20.6333333333,0,True,False
38,1,4.965339,0.0,0,True,False
2000,1,4.836982,0.000694444444444,0,False,False
145,1,4.836982,143.978472222,0,False,False
144,1,4.745402,0.00208333333333,0,False,False
2000,1,5.040929,0.00625,0,False,False
2000,1,4.836982,0.175694444444,0,False,False
581,1,4.962055,0.0513888888889,0,False,False
2000,1,5.040929,0.0833333333333,0,True,False
1697,1,5.017904,0.0,0,False,False
1853,1,4.921349,65.8125,0,False,False
1831,1,5.017904,0.0,0,False,False
1417,1,5.017904,0.00138888888889,0,False,False
5,1,4.876771,0.0,0,False,True
1677,1,4.895263,0.0,0,False,False
2000,1,4.962055,0.00277777777778,0,False,False
1244,1,4.921349,0.00277777777778,0,False,False
58,1,4.742303,57.4972222222,0,False,False
719,1,4.461622,0.0,0,False,False
1729,1,5.034622,318.154861111,0,True,False
335,1,4.836982,0.000694444444444,0,False,False
836,1,4.886641,0.0,0,False,False
707,1,5.034622,0.0,0,False,False
159,1,4.461622,0.000694444444444,0,False,False
25,1,5.017904,0.0131944444444,0,False,False
2000,2,4.836982,0.0,0,False,False
2000,1,5.034622,1.92916666667,0,False,False
2000,1,5.040929,689.166666667,0,False,False
71,1,4.748314,70.5916666667,0,False,False
111,1,4.895263,1.93680555556,0,True,False
2000,1,3.954522,2.45833333333,0,False,False
2000,1,4.745402,0.00138888888889,0,False,False
2000,1,4.057414,0.000694444444444,0,False,False
2000,1,3.575983,1041.43333333,0,False,False
143,1,4.742303,105.386805556,0,False,False
1341,1,4.461622,0.0,0,False,False
1311,1,4.745402,0.0,0,False,False
782,1,4.886641,0.0,0,False,False
29,1,4.886641,0.0,0,False,False
28,1,4.965339,27.9659722222,0,False,False
2000,1,4.057414,84.6319444444,0,True,False
1664,1,5.040929,0.00208333333333,0,False,False
2000,1,4.921318,621.039583333,0,False,False
1,1,4.745402,0.0,1,False,True
95,2,4.52458,94.3701388889,0,False,False
474,1,4.057414,67.59375,0,False,False
7,1,4.745402,6.07569444444,0,False,False
906,1,4.745402,0.0,0,False,False
1552,1,4.962055,0.0,0,True,False
77,1,4.836982,0.0,0,True,False
102,1,4.836982,0.0,0,True,False
985,1,4.921318,0.0,0,True,False
86,1,4.921318,0.0583333333333,0,False,False
13,1,5.017904,12.2277777778,0,False,False
3,1,4.895263,2.87291666667,0,False,False
2000,1,5.040929,281.424305556,0,False,False
1597,1,4.748314,0.00416666666667,0,True,False
162,1,4.886641,0.0,0,False,False
218,1,4.962055,217.894444444,0,False,False
591,1,4.962055,0.0,0,False,False
57,1,4.748314,0.000694444444444,0,False,False
11,1,4.52458,10.0625,0,False,False
1501,1,5.017904,241.406944444,0,False,False
667,1,5.040929,0.000694444444444,0,False,False
1099,1,4.836982,0.0,0,False,False
2000,1,4.742303,1.03541666667,0,False,False
3,1,4.965339,0.0,0,False,False
2000,1,4.895263,48.5090277778,0,True,False
10,1,4.505662,9.97847222222,0,False,False
7,1,4.921318,0.0,0,False,False
1097,1,5.017904,0.00138888888889,0,False,False
1895,1,5.034622,0.0,0,False,False
2000,1,4.921349,0.0305555555556,0,False,False
1,1,4.742303,0.00138888888889,1,False,True
1913,1,4.461622,810.427777778,0,False,True
2000,1,5.017904,658.865972222,0,False,False
35,1,4.745402,0.0,0,False,False
1734,1,4.748314,578.806944444,0,False,False
432,1,5.017904,363.163888889,0,False,False
8,1,4.52458,0.00138888888889,0,False,False
424,3,4.748314,92.1333333333,0,False,False
2000,1,5.040929,738.086111111,0,False,False
1670,1,4.461622,514.025694444,0,False,False
2000,1,4.965339,206.843055556,0,False,False
1517,1,4.965339,0.0,0,False,False
2000,1,4.748314,948.904861111,0,False,False
2000,1,4.965339,820.093055556,0,False,False
107,1,4.962055,0.0,0,False,True
2000,1,4.921349,0.876388888889,0,True,False
2000,1,4.742303,0.0,0,False,False
613,1,4.886641,194.665972222,0,True,False
262,1,5.017904,1.98333333333,0,True,False
2000,1,4.745402,0.0,0,False,False
2000,1,4.745402,743.792361111,0,False,False
2000,1,4.895263,311.559027778,0,False,False
8,1,4.836982,7.75833333333,0,False,False
2000,1,4.836982,137.6125,0,True,False
109,1,4.836982,100.522916667,0,False,False
1308,1,5.040929,0.0,0,False,False
1273,1,4.836982,0.0340277777778,0,True,False
16,1,4.505662,15.0868055556,0,False,False
1,1,5.017904,0.0,1,False,False
234,1,4.886641,136.480555556,0,True,False
950,1,3.954522,0.0,0,False,False
79,1,4.742303,0.00138888888889,0,False,False
158,1,4.921349,0.0,0,True,False
56,1,4.461622,55.7006944444,0,False,False
2000,1,5.034622,611.096527778,0,False,False
598,1,4.921349,0.0,0,False,False
37,1,4.748314,0.00972222222222,0,True,False
28,1,4.895263,27.8083333333,0,True,False
681,1,3.066058,0.000694444444444,0,False,False
355,1,4.965339,0.075,0,True,False
3,1,5.040929,0.0,0,False,False
173,1,4.836982,0.0,0,False,False
61,1,3.954522,48.5104166667,0,False,False
67,1,5.034622,0.000694444444444,0,False,False
2,1,5.034622,0.906944444444,0,False,False
2000,1,4.921318,0.00347222222222,0,True,False
115,1,4.962055,0.0,0,True,False
25,1,4.836982,24.4479166667,0,False,False
239,1,4.745402,228.514583333,0,False,False
57,1,4.895263,1.64236111111,0,True,False
1151,1,4.505662,0.0,0,False,False
468,3,4.965339,122.646527778,0,False,False
1,2,4.748314,0.0,1,True,False
1804,1,4.876771,0.0375,0,False,False
1345,1,4.921349,0.0,0,False,False
2000,1,4.52458,0.00208333333333,0,False,False
828,1,5.034622,0.0,0,False,False
12,1,4.745402,0.0,0,False,True
2000,1,4.745402,0.00208333333333,0,True,False
1014,1,3.483951,1.90347222222,0,True,False
2000,1,5.040929,0.0,0,False,False
783,1,4.921318,0.159027777778,0,False,False
2,1,4.895263,1.48055555556,0,False,False
2000,1,5.034622,0.0,0,False,True
1265,5,5.017904,1264.51666667,0,False,False
584,1,4.876771,0.00138888888889,0,False,False
2000,1,4.965339,0.00486111111111,0,False,False
1807,1,5.040929,0.0,0,True,False
865,1,5.040929,112.11875,0,False,False
2000,1,4.876771,0.0493055555556,0,False,False
1785,1,4.836982,616.6625,0,False,False
2000,1,4.836982,12.0506944444,0,False,False
97,1,5.034622,0.0,0,False,False
83,1,4.52458,82.3729166667,0,True,False
277,1,4.745402,0.000694444444444,0,False,False
4,1,4.745402,0.0,0,True,False
2,1,4.505662,0.0,0,False,False
1791,1,4.748314,0.0,0,True,False
721,1,4.876771,0.00138888888889,0,False,False
1964,1,4.876771,0.0,0,True,False
2000,1,5.040929,0.0,0,True,False
2,1,4.921349,0.00486111111111,0,False,False
1193,1,4.886641,312.110416667,0,False,False
2000,1,5.040929,1182.00833333,0,False,False
177,1,4.921318,176.923611111,0,False,False
317,1,4.921349,104.860416667,0,False,False
1722,1,4.895263,0.0236111111111,0,False,False
36,1,4.748314,0.253472222222,0,False,False
163,1,4.461622,162.626388889,0,False,False
687,1,4.886641,655.709722222,0,False,False
14,2,4.748314,0.00138888888889,0,False,False
251,1,5.040929,0.0,0,True,False
267,1,4.745402,31.9826388889,0,False,False
137,1,5.034622,118.397916667,0,False,False
382,1,5.034622,0.000694444444444,0,False,False
2000,1,4.748314,0.89375,0,True,False
1340,1,5.017904,935.207638889,0,True,False
2000,1,4.745402,1006.69097222,0,False,False
2000,1,4.836982,126.731944444,0,True,False
2000,1,5.034622,910.997222222,0,False,False
108,1,4.921349,0.000694444444444,0,False,False
17,1,4.886641,0.0,0,False,True
2000,1,4.965339,0.00486111111111,0,False,False
2000,1,4.921318,575.955555556,0,False,False
1626,1,4.921349,0.0,0,False,False
1,1,4.057414,0.0,1,True,False
79,1,3.954522,0.329166666667,0,False,False
972,1,4.965339,940.391666667,0,False,False
1767,1,4.745402,1074.77569444,0,False,False
1341,1,4.52458,243.190972222,0,False,False
2000,1,4.505662,778.434027778,0,True,False
2000,1,5.040929,123.566666667,0,False,False
41,1,4.921349,40.8631944444,0,False,True
2000,1,4.876771,0.128472222222,0,False,False
55,1,5.017904,0.0,0,False,False
4,1,4.962055,0.0,0,True,False
83,1,3.066058,82.9375,0,True,False
490,1,5.017904,3.1625,0,False,False
2000,1,4.962055,0.00208333333333,0,False,False
1107,1,4.748314,0.0,0,False,False
916,1,4.886641,0.00138888888889,0,False,False
4,1,4.745402,0.115972222222,0,True,False
1,1,2.94894,0.00138888888889,1,False,False
2000,1,4.461622,2.29722222222,0,False,False
2000,1,4.505662,0.0,0,False,True
1211,1,4.886641,0.0,0,False,False
197,2,4.748314,0.0340277777778,0,False,False
397,1,4.895263,0.0,0,False,False
1708,1,5.034622,1334.10277778,0,False,False
1650,1,4.886641,0.000694444444444,0,False,False
1830,1,3.954522,0.0,0,False,True
32,1,4.52458,31.9888888889,0,False,False
688,1,3.483951,0.0,0,False,False
84,1,4.836982,83.0944444444,0,True,False
1726,1,4.921318,0.0,0,True,False
2000,1,4.876771,0.0,0,True,False
2000,1,4.965339,1979.21319444,0,False,False
297,1,4.745402,206.515972222,0,False,False
1596,1,4.876771,0.0,0,False,False
2000,2,4.52458,3.76319444444,0,False,False
71,1,4.876771,0.0,0,False,False
19,1,4.962055,0.000694444444444,0,False,False
760,1,5.040929,0.000694444444444,0,False,False
17,1,4.742303,0.0,0,False,False
2000,1,4.895263,1.82222222222,0,False,False
741,1,3.483951,145.420833333,0,False,False
44,1,4.745402,0.0,0,False,False
1,1,3.066058,0.0,1,False,False
86,1,4.52458,85.0479166667,0,False,False
1085,1,5.017904,0.00277777777778,0,False,True
562,1,5.017904,0.000694444444444,0,False,False
29,2,4.461622,28.80625,0,True,False
1938,1,4.921349,0.0,0,False,False
2000,1,4.876771,0.0,0,False,True
2000,1,4.52458,0.161805555556,0,False,False
2000,1,4.461622,0.0,0,False,False
579,1,4.836982,0.0,0,False,False
1284,1,4.921318,0.0840277777778,0,False,False
2000,1,5.040929,902.263194444,0,False,False
915,1,4.895263,823.201388889,0,True,False
158,1,4.962055,157.063194444,0,False,False
2000,1,5.040929,0.333333333333,0,False,False
151,1,4.836982,0.0,0,False,False
2000,1,5.017904,462.105555556,0,True,False
311,1,4.52458,310.025,0,True,False
1941,1,4.057414,207.941666667,0,False,False
2000,1,5.040929,843.051388889,0,True,False
90,1,4.52458,89.875,0,False,False
2000,1,4.745402,1781.88263889,0,False,False
450,1,5.017904,0.000694444444444,0,False,False
13,1,4.505662,0.0,0,False,False
5,2,4.895263,4.92291666667,0,False,False
16,1,4.876771,14.3138888889,0,False,False
2000,1,4.921349,907.120138889,0,True,False
799,1,5.034622,0.0,0,True,False
782,1,4.921318,0.0,0,False,False
442,1,4.965339,441.684027778,0,False,False
2000,1,4.505662,0.0,0,True,False
2000,1,5.034622,0.00347222222222,0,False,False
1812,1,5.017904,1590.95555556,0,False,False
3,1,4.921318,2.21111111111,0,False,False
989,1,5.034622,568.534027778,0,False,False
27,1,4.505662,0.0,0,False,True
1921,1,5.034622,0.0444444444444,0,True,False
2000,1,5.040929,3.34791666667,0,False,True
813,1,4.965339,0.0,0,False,False
2000,1,4.921318,36.9548611111,0,False,False
1288,1,4.461622,266.590972222,0,False,False
1755,1,4.962055,0.0,0,False,False
68,1,4.836982,0.0,0,False,False
2000,1,5.034622,0.0,0,False,False
3,1,4.057414,2.17083333333,0,False,False
2000,1,4.748314,0.0,0,False,False
116,1,4.921349,0.0,0,True,False
654,2,4.876771,0.00138888888889,0,False,False
2000,1,5.040929,1.35069444444,0,False,True
1634,1,4.836982,87.0590277778,0,False,False
259,1,3.954522,215.635416667,0,False,False
1001,1,4.836982,10.9090277778,0,False,False
76,2,4.876771,0.0243055555556,0,True,False
676,1,4.836982,3.00694444444,0,False,False
2000,1,4.505662,0.0,0,True,False
306,1,4.886641,305.922222222,0,False,False
637,1,4.921349,0.0,0,False,False
95,1,4.52458,94.6743055556,0,False,False
32,1,4.745402,0.0,0,False,True
529,10,4.962055,121.768055556,0,False,False
1975,1,4.876771,37.3486111111,0,False,False
2,1,4.965339,0.0,0,False,False
71,1,5.017904,0.0,0,False,False
595,1,4.921318,0.0,0,False,False
836,1,5.017904,0.000694444444444,0,True,False
13,1,4.876771,12.1180555556,0,False,False
3,1,3.575983,0.000694444444444,0,False,False
1764,1,4.962055,244.647916667,0,True,False
2000,1,4.52458,0.0,0,False,False
1119,1,4.886641,0.0,0,True,False
2000,1,4.057414,690.055555556,0,False,False
116,1,5.017904,0.0,0,False,False
1108,1,3.483951,0.0,0,True,False
98,1,4.921318,0.0,0,False,False
227,1,4.921349,41.9576388889,0,False,False
1108,1,4.742303,0.0,0,False,False
2000,1,5.034622,970.079166667,0,False,False
14,1,4.886641,0.000694444444444,0,False,False
2,1,4.836982,1.96736111111,0,False,False
2000,1,4.52458,0.0,0,False,False
2000,1,4.836982,166.854861111,0,True,False
1269,1,4.965339,0.0,0,False,False
82,1,4.52458,81.6743055556,0,False,False
6,1,4.962055,0.0,0,False,False
87,1,5.017904,86.2611111111,0,True,False
2000,1,5.040929,1274.12361111,0,False,False
1667,1,4.886641,0.0,0,False,False
205,1,4.461622,204.88125,0,False,False
609,1,4.921349,517.994444444,0,False,False
2000,1,4.921318,19.7944444444,0,False,True
16,1,3.575983,15.2020833333,0,False,False
2000,1,4.962055,0.0,0,True,False
2000,1,5.040929,784.095833333,0,True,False
293,1,4.52458,38.3618055556,0,False,False
1067,1,4.057414,27.5951388889,0,False,False
2000,1,4.876771,1384.36666667,0,True,False
967,1,4.921318,0.00694444444444,0,False,False
694,1,4.962055,0.0548611111111,0,False,False
2000,1,4.836982,137.608333333,0,True,False
100,1,4.745402,99.1180555556,0,False,False
1787,1,4.876771,0.461805555556,0,False,False
107,1,4.748314,106.985416667,0,False,False
3,1,4.057414,2.29375,0,True,False
47,1,4.962055,46.1493055556,0,True,False
1342,1,4.965339,711.129166667,0,True,False
187,1,4.921318,0.0,0,False,False
48,1,5.017904,47.06875,0,False,False
29,1,4.876771,0.0166666666667,0,False,False
3,1,5.034622,0.0,0,False,False
75,1,4.965339,0.00138888888889,0,False,False
847,1,5.034622,0.0,0,False,False
90,1,4.836982,0.0,0,False,False
199,1,5.034622,197.858333333,0,True,False
85,1,4.895263,84.7708333333,0,False,False
626,1,4.52458,0.0,0,False,False
369,1,4.742303,0.0,0,False,False
3,1,4.962055,0.0,0,False,False
1291,1,4.52458,0.00486111111111,0,False,False
407,1,4.921349,0.0,0,True,False
1739,1,4.836982,0.000694444444444,0,False,False
20,1,4.748314,0.0,0,False,False
2000,2,4.962055,0.0,0,False,False
2000,1,4.886641,350.457638889,0,False,False
303,1,4.886641,0.000694444444444,0,True,False
804,1,4.461622,0.0,0,False,False
750,1,4.965339,0.0,0,True,False
997,1,4.876771,0.000694444444444,0,False,False
2000,1,4.876771,1.13680555556,0,False,False
317,1,4.895263,158.014583333,0,False,False
2000,1,5.017904,985.083333333,0,False,False
1135,1,4.962055,0.000694444444444,0,False,False
2000,1,4.962055,23.7916666667,0,False,False
1237,1,4.965339,0.0,0,True,False
2000,1,4.895263,0.00347222222222,0,False,False
2000,1,4.895263,491.711805556,0,False,False
119,1,4.876771,99.0354166667,0,True,False
126,1,5.040929,125.315277778,0,False,False
108,1,5.040929,62.9840277778,0,True,False
2,3,4.52458,1.13125,0,True,False
1583,1,4.921349,303.804861111,0,True,False
4,1,4.745402,1.69791666667,0,False,False
2000,1,4.461622,860.017361111,0,False,True
31,1,5.034622,0.0,0,False,False
632,1,4.876771,0.0,0,False,False
1613,1,4.886641,0.0,0,True,False
2000,1,5.017904,243.1375,0,False,False
1059,1,4.965339,0.0,0,True,False
1,1,4.921318,0.0,1,False,False
2000,1,4.962055,1066.59652778,0,False,False
2000,1,4.876771,0.0479166666667,0,False,False
2000,1,2.596228,0.0,0,True,False
28,1,4.876771,0.0,0,False,False
43,1,4.921318,42.1444444444,0,True,False
267,1,5.040929,0.000694444444444,0,True,False
1521,1,4.748314,0.00972222222222,0,False,False
2000,1,3.483951,0.451388888889,0,False,False
1605,2,4.921349,0.0,0,False,False
2000,1,4.461622,0.380555555556,0,False,False
2000,1,4.886641,415.907638889,0,False,False
523,1,4.52458,0.961805555556,0,False,True
46,1,4.836982,0.0423611111111,0,False,False
1021,1,4.748314,270.652777778,0,False,False
7,1,4.895263,6.64166666667,0,True,False
831,1,4.965339,0.000694444444444,0,False,False
2000,1,3.954522,709.479861111,0,True,False
1547,1,5.017904,20.1833333333,0,False,False
2000,1,4.748314,1511.57569444,0,False,False
500,1,5.040929,0.000694444444444,0,False,False
2,1,5.017904,0.0263888888889,0,False,False
2000,1,2.94894,314.5125,0,True,False
2000,1,4.921318,0.0819444444444,0,False,False
2000,1,4.895263,0.0,0,False,False
874,1,5.017904,0.0,0,True,False
1353,1,4.921318,0.000694444444444,0,False,False
4,1,5.017904,0.0,0,False,True
67,1,4.52458,66.3715277778,0,False,False
2000,1,4.836982,2.9625,0,False,False
1,1,4.748314,0.0,1,True,False
2000,1,4.745402,809.865972222,0,False,False
564,1,4.921349,547.859722222,0,True,False
2000,1,4.921349,0.0,0,True,False
208,1,4.742303,0.00347222222222,0,False,False
3,1,4.895263,0.00277777777778,0,False,False
956,1,4.921318,925.159027778,0,True,False
1041,1,4.057414,0.0180555555556,0,False,False
1961,1,4.745402,95.8770833333,0,False,False
101,1,5.034622,0.0,0,True,False
1436,1,4.505662,49.4145833333,0,True,False
604,1,4.745402,132.743055556,0,False,False
49,2,5.034622,0.0,0,False,False
2,1,4.748314,1.13680555556,0,False,True
509,1,4.836982,0.0,0,False,False
12,1,4.52458,11.2715277778,0,False,False
582,1,5.017904,0.000694444444444,0,False,False
2000,1,4.895263,0.0,0,False,False
6,1,4.965339,0.000694444444444,0,True,False
2000,1,4.962055,671.780555556,0,False,False
1144,1,4.461622,1060.59027778,0,True,False
104,1,4.921318,0.0,0,False,False
179,1,4.895263,0.00138888888889,0,False,False
29,1,4.745402,0.0,0,False,False
2000,1,4.895263,0.0,0,False,False
1215,1,4.921318,849.411111111,0,True,False
2000,1,4.742303,1014.38055556,0,False,False
2000,1,4.886641,0.0,0,False,False
2000,1,5.040929,458.122916667,0,True,False
136,1,4.886641,0.00208333333333,0,True,False
1248,1,2.94894,0.0,0,False,False
23,1,4.461622,0.0,0,False,False
15,1,4.836982,0.000694444444444,0,True,False
253,1,4.505662,0.00138888888889,0,False,False
1764,1,4.962055,0.00138888888889,0,True,False
1776,1,4.921349,2.02638888889,0,False,False
1564,1,4.886641,54.0,0,True,False
78,2,5.017904,62.49375,0,False,False
571,1,4.745402,570.601388889,0,False,True
1473,1,4.745402,406.725,0,False,False
257,1,4.965339,256.143055556,0,False,False
2000,1,5.017904,1438.06736111,0,True,False
1565,1,4.52458,0.000694444444444,0,False,False
2000,1,4.057414,0.00486111111111,0,False,False
22,1,4.748314,16.1430555556,0,True,False
8,1,4.52458,7.22847222222,0,True,False
109,2,4.52458,108.746527778,0,True,False
185,1,4.886641,184.104166667,0,True,False
12,1,4.836982,11.7520833333,0,True,False
2000,1,4.895263,12.5958333333,0,True,False
1882,1,3.575983,628.375,0,True,False
1640,1,4.895263,246.623611111,0,False,True
1565,1,5.034622,173.726388889,0,False,False
1295,1,4.965339,0.0,0,False,False
2000,1,4.921318,277.174305556,0,False,False
3,1,5.034622,0.923611111111,0,True,False
863,1,4.745402,573.776388889,0,False,False
5,1,5.017904,0.0,0,False,False
462,1,4.52458,451.9125,0,False,False
93,1,4.52458,0.790277777778,0,False,False
